class,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21
A,0.0,0.0,-0.07092198581560284,-0.3191489361702128,-0.0070921985815602835,-0.5460992907801419,0.14184397163120568,-0.6808510638297872,0.3404255319148936,-0.7872340425531915,-0.09219858156028368,-0.524822695035461,0.2127659574468085,-0.7943262411347518,0.4326241134751773,-0.9290780141843972,0.5886524822695035,-1.0,0.04964539007092199,-0.3617021276595745,0.41134751773049644,-0.6737588652482269,0.6666666666666666,-0.8226950354609929,0.8226950354609929,-0.8865248226950354,0.20567375886524822,-0.2127659574468085,0.5673758865248227,-0.5035460992907801,0.7659574468085106,-0.6453900709219859,0.8794326241134752,-0.7163120567375887,0.3617021276595745,-0.07801418439716312,0.6382978723404256,-0.2907801418439716,0.7730496453900709,-0.41843971631205673,0.8439716312056738,-0.48226950354609927
A,0.0,0.0,-0.0738255033557047,-0.2483221476510067,-0.013422818791946308,-0.5033557046979866,0.15436241610738255,-0.6845637583892618,0.3288590604026846,-0.7986577181208053,-0.0738255033557047,-0.5234899328859061,0.19463087248322147,-0.785234899328859,0.3825503355704698,-0.9194630872483222,0.5234899328859061,-1.0,0.06711409395973154,-0.37583892617449666,0.38926174496644295,-0.6711409395973155,0.5906040268456376,-0.8120805369127517,0.7248322147651006,-0.8993288590604027,0.21476510067114093,-0.2348993288590604,0.5234899328859061,-0.5167785234899329,0.697986577181208,-0.6577181208053692,0.8053691275167785,-0.7449664429530202,0.35570469798657717,-0.10738255033557047,0.5771812080536913,-0.3288590604026846,0.697986577181208,-0.44966442953020136,0.7785234899328859,-0.5302013422818792
A,0.0,0.0,-0.05555555555555555,-0.24074074074074073,0.006172839506172839,-0.48148148148148145,0.15432098765432098,-0.6666666666666666,0.30864197530864196,-0.7777777777777778,0.006172839506172839,-0.5185185185185185,0.22839506172839505,-0.7592592592592593,0.38271604938271603,-0.8950617283950617,0.5123456790123457,-1.0,0.12962962962962962,-0.4012345679012346,0.4074074074074074,-0.6481481481481481,0.5864197530864198,-0.7901234567901234,0.7037037037037037,-0.9012345679012346,0.25925925925925924,-0.25925925925925924,0.5370370370370371,-0.48148148148148145,0.7037037037037037,-0.6172839506172839,0.808641975308642,-0.7283950617283951,0.3765432098765432,-0.13580246913580246,0.5802469135802469,-0.3148148148148148,0.691358024691358,-0.42592592592592593,0.7716049382716049,-0.5185185185185185
A,0.0,0.0,-0.05521472392638037,-0.26993865030674846,0.04294478527607362,-0.5153374233128835,0.2331288343558282,-0.6748466257668712,0.4049079754601227,-0.7607361963190185,0.06134969325153374,-0.50920245398773,0.3312883435582822,-0.754601226993865,0.48466257668711654,-0.8957055214723927,0.5950920245398773,-1.0,0.2085889570552147,-0.36809815950920244,0.5337423312883436,-0.6380368098159509,0.6871165644171779,-0.803680981595092,0.7730061349693251,-0.9263803680981595,0.3496932515337423,-0.22085889570552147,0.6748466257668712,-0.4723926380368098,0.7975460122699386,-0.6319018404907976,0.852760736196319,-0.754601226993865,0.4662576687116564,-0.09815950920245399,0.7055214723926381,-0.3128834355828221,0.8098159509202454,-0.4662576687116564,0.8773006134969326,-0.588957055214724
A,0.0,0.0,-0.10227272727272728,-0.2556818181818182,-0.022727272727272728,-0.4943181818181818,0.1590909090909091,-0.6477272727272727,0.3181818181818182,-0.7386363636363636,0.06818181818181818,-0.5113636363636364,0.3068181818181818,-0.7556818181818182,0.4431818181818182,-0.8977272727272727,0.5397727272727273,-1.0,0.2215909090909091,-0.38636363636363635,0.5,-0.6534090909090909,0.6363636363636364,-0.8181818181818182,0.7215909090909091,-0.9375,0.3522727272727273,-0.26136363636363635,0.6363636363636364,-0.5056818181818182,0.7443181818181818,-0.6704545454545454,0.8068181818181818,-0.8068181818181818,0.45454545454545453,-0.13636363636363635,0.6704545454545454,-0.3352272727272727,0.7613636363636364,-0.48863636363636365,0.8181818181818182,-0.6136363636363636
A,0.0,0.0,-0.09195402298850575,-0.26436781609195403,-0.028735632183908046,-0.5287356321839081,0.12643678160919541,-0.7183908045977011,0.27011494252873564,-0.8390804597701149,0.09195402298850575,-0.5344827586206896,0.3160919540229885,-0.7758620689655172,0.4482758620689655,-0.9080459770114943,0.5287356321839081,-1.0,0.2413793103448276,-0.40229885057471265,0.5459770114942529,-0.6781609195402298,0.6781609195402298,-0.8390804597701149,0.7471264367816092,-0.9482758620689655,0.3735632183908046,-0.27011494252873564,0.6781609195402298,-0.5057471264367817,0.7873563218390804,-0.6609195402298851,0.8390804597701149,-0.7701149425287356,0.47126436781609193,-0.13218390804597702,0.7011494252873564,-0.3333333333333333,0.7931034482758621,-0.47126436781609193,0.8333333333333334,-0.5747126436781609
A,0.0,0.0,-0.05649717514124294,-0.2711864406779661,0.03389830508474576,-0.5480225988700564,0.20903954802259886,-0.7344632768361582,0.3785310734463277,-0.847457627118644,0.07344632768361582,-0.5536723163841808,0.3163841807909605,-0.807909604519774,0.4576271186440678,-0.9322033898305084,0.5536723163841808,-1.0,0.20903954802259886,-0.4067796610169492,0.5310734463276836,-0.6779661016949152,0.655367231638418,-0.7853107344632768,0.7175141242937854,-0.8418079096045198,0.3389830508474576,-0.2598870056497175,0.655367231638418,-0.5141242937853108,0.7344632768361582,-0.6440677966101694,0.7570621468926554,-0.7288135593220338,0.4463276836158192,-0.11299435028248588,0.6836158192090396,-0.3446327683615819,0.7344632768361582,-0.4689265536723164,0.7401129943502824,-0.5423728813559322
A,0.0,0.0,-0.0718562874251497,-0.2874251497005988,0.017964071856287425,-0.5688622754491018,0.19760479041916168,-0.7724550898203593,0.3592814371257485,-0.8922155688622755,0.15568862275449102,-0.5808383233532934,0.4251497005988024,-0.8323353293413174,0.5868263473053892,-0.9401197604790419,0.7125748502994012,-1.0,0.30538922155688625,-0.4251497005988024,0.6107784431137725,-0.688622754491018,0.7664670658682635,-0.8323353293413174,0.8682634730538922,-0.9221556886227545,0.4251497005988024,-0.2694610778443114,0.7125748502994012,-0.5269461077844312,0.8383233532934131,-0.6766467065868264,0.9041916167664671,-0.7844311377245509,0.5209580838323353,-0.11377245508982035,0.7485029940119761,-0.32934131736526945,0.8263473053892215,-0.4491017964071856,0.8622754491017964,-0.5389221556886228
A,0.0,0.0,-0.023391812865497075,-0.2222222222222222,0.0935672514619883,-0.4619883040935672,0.26900584795321636,-0.631578947368421,0.4327485380116959,-0.7368421052631579,0.15204678362573099,-0.5029239766081871,0.42105263157894735,-0.7719298245614035,0.5730994152046783,-0.9122807017543859,0.6842105263157895,-1.0,0.2807017543859649,-0.36257309941520466,0.6257309941520468,-0.6432748538011696,0.783625730994152,-0.783625730994152,0.8771929824561403,-0.8830409356725146,0.40350877192982454,-0.21052631578947367,0.7309941520467836,-0.47953216374269003,0.847953216374269,-0.6374269005847953,0.9122807017543859,-0.7485380116959064,0.49707602339181284,-0.05847953216374269,0.7543859649122807,-0.2807017543859649,0.8187134502923976,-0.40350877192982454,0.8304093567251462,-0.49707602339181284
A,0.0,0.0,-0.012903225806451613,-0.16774193548387098,0.11612903225806452,-0.44516129032258067,0.3032258064516129,-0.632258064516129,0.4774193548387097,-0.7483870967741936,0.18064516129032257,-0.4838709677419355,0.45161290322580644,-0.7612903225806451,0.6193548387096774,-0.9032258064516129,0.7161290322580646,-1.0,0.3225806451612903,-0.3419354838709677,0.6709677419354839,-0.6,0.8064516129032258,-0.7290322580645161,0.8709677419354839,-0.8193548387096774,0.432258064516129,-0.18064516129032257,0.7870967741935484,-0.3935483870967742,0.8774193548387097,-0.5032258064516129,0.9032258064516129,-0.5806451612903226,0.5225806451612903,-0.01935483870967742,0.7806451612903226,-0.16774193548387098,0.8387096774193549,-0.24516129032258063,0.832258064516129,-0.2967741935483871
